2023/12/11 15:47,0
2023/12/11 15:47,0
2023/12/11 15:47,0
2023/12/11 15:47,0
2023/12/11 15:47,0
2023/12/11 15:47,0
2023/12/11 15:47,0
2023/12/11 15:47,0
2023/12/11 15:47,0
2023/12/11 15:47,0
2023/12/11 15:47,0
2023/12/11 15:47,0
2023/12/11 15:47,0
2023/12/11 15:47,0
2023/12/11 15:47,0
2023/12/11 15:47,0
2023/12/11 15:47,0
2023/12/11 15:47,0
2023/12/11 15:47,0
2023/12/11 15:47,0
2023/12/11 15:47,0
2023/12/11 15:47,0
2023/12/11 15:47,0
2023/12/11 15:47,0
2023/12/11 15:47,0
2023/12/11 15:47,0
2023/12/11 15:47,0
2023/12/11 15:47,0
2023/12/11 15:47,0
2023/12/11 15:47,0
2023/12/11 15:47,0
2023/12/11 15:47,0
2023/12/11 15:47,0
2023/12/11 15:47,0
2023/12/11 15:47,0
2023/12/11 15:47,0
2023/12/11 15:47,0
2023/12/11 15:47,0
2023/12/11 15:48,0
2023/12/11 15:48,0
2023/12/11 15:48,0
2023/12/11 15:48,0
2023/12/11 15:48,0
2023/12/11 15:48,0
2023/12/11 15:48,0
2023/12/11 15:48,0
2023/12/11 15:48,0
2023/12/11 15:48,0
2023/12/11 15:48,0
2023/12/11 15:48,0
2023/12/11 15:48,0
2023/12/11 15:48,0
2023/12/11 15:48,0
2023/12/11 15:48,0
2023/12/11 15:48,0
2023/12/11 15:48,0
2023/12/11 15:48,0
2023/12/11 15:48,0
2023/12/11 15:48,0
2023/12/11 15:48,0
2023/12/11 15:48,13
2023/12/11 15:48,26
2023/12/11 15:48,53
2023/12/11 15:48,79
2023/12/11 15:48,132
2023/12/11 15:48,172
2023/12/11 15:48,251
2023/12/11 15:48,370
2023/12/11 15:48,436
2023/12/11 15:48,516
2023/12/11 15:48,595
2023/12/11 15:48,675
2023/12/11 15:48,767
2023/12/11 15:48,860
2023/12/11 15:48,966
2023/12/11 15:48,1072
2023/12/11 15:48,1087
2023/12/11 15:48,1030
2023/12/11 15:48,1024
2023/12/11 15:48,994
2023/12/11 15:48,1009
2023/12/11 15:48,1004
2023/12/11 15:48,1010
2023/12/11 15:48,1010
